Loan ID,Customer ID,CarLoan Status,Car Loan Amount,Term,Credit Score,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
5c182946-2113-42c2-bc1f-1ef127d6ed5b,723d76c9-efa3-4b55-89f1-53cd63063c31,Fully Paid,99999999,Short Term,730,714267,13333.06,19.9,41,14,0,431110,653378,0,0
7b9a3b1a-718d-49f4-a5b7-47a2f65d8ce4,4e0d6247-42b1-4230-87f1-65e4a14e015d,Fully Paid,197120,Short Term,722,598633,7582.71,12.4,NA,16,0,245005,504790,0,0
f9664d7e-3348-4623-b70f-fd956292564a,50093d93-2a11-465a-a8eb-914e8ce41673,Fully Paid,186010,Short Term,,,4762.16,16,NA,7,1,104348,292556,1,0
360848e0-2bde-4ef7-954e-529741b52511,53494e53-5a2f-489c-a6de-e005984e447b,Charged Off,590150,Long Term,687,1400205,38622.25,15.7,79,20,0,684912,1178386,0,0
f2b5b150-f2aa-4c4d-88ec-20cce13853c2,f9febad8-5292-4d8a-a622-80e1fbb6cfc1,Fully Paid,429220,Long Term,659,1476186,33214.09,22.9,15,16,0,324843,564740,0,0
3fda0888-097e-40b8-9d7b-646c3383e070,fad48269-a7c3-4a19-a77c-fae60d66a6e4,Fully Paid,303028,Short Term,706,993339,17797.3,10,NA,11,0,247209,724658,0,0
a1fc28f1-03f8-4acb-8847-7aa0e87e353e,8ed74b86-29f4-4d93-98ea-dccdc1c0527a,Fully Paid,398288,Long Term,681,806075,19211.28,22,58,13,0,391210,1020206,0,0
a453f2b9-c2a8-4130-aff3-70dbe2a3a9c5,29b4937e-03bf-48f7-9cb1-e4340986d405,Fully Paid,213884,Short Term,699,2349160,42089.37,36.3,44,11,1,105032,157938,0,1
46e9c1da-1ea0-49c1-9877-ba2b5d3e78c9,d3c341a9-2371-42de-84c0-2586a52f38f6,Fully Paid,118250,Short Term,692,523013,3238.36,12.5,NA,5,1,110352,254518,1,0
5f34fae0-7fa5-4930-9d55-091ff93dcd4f,9dbbefe9-8b99-4b4e-94ba-2a2a270e1b71,Fully Paid,156838,Short Term,724,503082,2012.29,13.9,NA,6,1,111910,197252,1,0
ef994481-6e47-4a94-b7a2-e368e3c658d4,3563688a-da43-4cea-ac0c-1ed38d173c30,Fully Paid,343662,Short Term,,,10072.47,18.1,74,9,0,245062,405372,0,0
0e060f08-8aad-4440-9698-f0e4ecda0810,9037f113-3bc8-4a42-b452-d3042c4b6d8d,Fully Paid,125818,Short Term,746,517009,10727.78,9.1,NA,19,0,112404,283558,0,0
9498221a-a1e8-4248-b9dd-aadaad1fd2c9,366c1679-3dcc-4bb7-859a-b413ed4714a1,Charged Off,332706,Short Term,745,1340906,12515.11,22.3,7,13,3,137009,1269070,1,2
05e71410-eb2b-4bf6-b63a-9eb1742312d3,962e4348-958f-4fd7-ac91-9d983dc87f0d,Fully Paid,226798,Long Term,705,1198083,2735.62,15.4,NA,3,0,65873,79288,0,0
4efb4980-844e-4ac5-985a-733d5326991d,c3ffa6fb-8c8a-462a-af56-7947472316ae,Fully Paid,219934,Short Term,732,4273727,39175.72,8.2,NA,4,0,25156,633028,0,0
bdea0b4f-46d4-4851-9e92-2b10c10135e7,1883018d-8cce-4e31-afe2-adc57702677b,Fully Paid,62128,Short Term,711,574902,5461.55,12.5,41,3,0,0,0,0,0
340f4e6d-871b-425d-a2c1-5f0283b81c9d,4874450f-235c-4834-a9ab-2463e86baee5,Fully Paid,507188,Short Term,,,24977.02,17.3,NA,14,0,598899,1229536,0,0
995e268e-331f-4d28-8899-d9f901328332,9cc9c2fc-ad21-4a07-8ce0-7d69b696439a,Charged Off,466994,Long Term,660,1032156,14880.23,16.6,8,14,0,32300,249370,0,0
0c52c955-3324-48a6-8799-91c3cc1c7797,47dcf6f5-1f15-4efb-bdec-0a97dd666b1e,Charged Off,377630,Long Term,,,22854.53,16.5,NA,10,0,311961,617474,0,0
e527a250-f406-4826-8e76-6a367ab2860e,12be2500-da69-4bb1-9b4f-9198596dbf25,Fully Paid,441760,Short Term,,,30836.43,16.2,NA,8,0,560367,1060180,0,0
ef42bbd3-d55f-4e8d-9975-4b606820e59c,55ffec63-c0a5-4195-a883-ba58931bc5b5,Fully Paid,671616,Long Term,716,1450080,14138.28,19.1,6,9,0,226442,710578,0,0
dcd000ae-0ac7-47f8-b95f-cd7f2e2d6100,35c7b368-7cfd-4c79-9dcf-c4af03d7d493,Charged Off,400400,Long Term,7160,950000,17654.23,13,34,15,0,260794,885544,0,0
793767e0-fdcf-488f-826e-48ccfd9fd9a7,b48d0102-89c9-45c5-abf9-b16b4f892efd,Charged Off,758384,Long Term,,,19668.8,16.6,29,10,0,226100,390148,0,0
da58117a-7e97-42b0-b130-d667a91a62ee,c5cfb667-13f7-46c3-a0a2-304fa4d0e2aa,Fully Paid,348040,Long Term,609,2314333,18726.97,34.8,17,20,0,328776,793078,0,0
cea6243a-2600-48d6-8326-918679f1d407,d93fab13-873a-48e5-807b-8bec6513f03b,Fully Paid,99999999,Short Term,681,1333895,19007.98,11.7,31,7,0,89300,108724,0,0
736bb7d4-4775-4fee-aa79-4b9b6aeec90a,cf29f4c4-6776-486d-b84c-76e25ccd6a15,Fully Paid,311542,Short Term,745,1278472,5380.23,13.1,NA,8,0,283993,682242,0,0
ed5ff19a-999a-49c6-b6f5-94f73cb1516e,13cf6936-5a6d-4bbc-82b6-df3ce20951ce,Fully Paid,629376,Short Term,748,2911845,16379.14,23,NA,11,0,917092,2609090,0,0
4bde72ad-eb02-4cf7-9980-67abaefcf676,e68c05dc-19f8-4d2a-818e-8ecef2378f67,Fully Paid,246664,Long Term,,,39490.55,12.5,41,9,0,235809,323532,0,0
4cf0c75c-c809-43a7-8ad0-ad211dbd4729,f1cd6d34-482a-48a7-873b-a604c0c53d24,Fully Paid,470448,Short Term,738,1354339,23136.49,16.9,NA,6,0,595859,808830,0,0
6013d2a5-c143-40ab-8aa8-8371077368ba,9328679c-d52c-4705-9456-6aaf0cc533f3,Charged Off,668360,Long Term,6110,2644040,37897.78,13.9,NA,20,0,541804,657602,0,0
001312a5-ed3c-4930-9525-4d09c55ba7f4,982e93b2-ded4-443f-a64f-1df15eb9b7cd,Fully Paid,99999999,Long Term,705,2070145,16785.55,23.6,54,10,1,169214,473242,1,0
df148e16-d5a3-4d21-9e5d-387c0ef8b811,348fa527-86c3-4c31-9e34-cf6d3f48dcad,Fully Paid,630410,Long Term,746,2889463,29376.28,19.9,29,22,0,303734,935330,0,0
cf2005da-c473-4de5-8ee1-fdad0c3e0775,1d7b1dfb-537d-4c6e-ba38-e70f4b91067f,Charged Off,277618,Long Term,688,666007,7492.46,19.2,77,29,1,234859,339482,1,0
3cb9639e-dfd6-42d2-8b96-328305f17770,a9a35173-8ef1-4f74-aeef-251e3078e7e5,Fully Paid,99999999,Short Term,741,3559099,54276.35,23.6,11,10,0,427462,509762,0,0
ae23cdd7-9db3-4781-8684-cc7f4b56b944,5f8b83eb-8e8d-4879-aa9d-4454e2e1e91f,Fully Paid,96536,Short Term,709,369759,2280.19,33.3,69,4,0,72029,96514,0,0
d69b9612-7e7b-48e3-95d1-cc7f23a8a11c,239d4367-f79b-4ff1-9a59-e3a9c61fd7c2,Fully Paid,644314,Long Term,676,1933820,20627.54,19.4,19,5,0,192926,232936,0,0
5b93adbe-43bb-43b4-b7f9-501fcd9a92d8,931ae9ca-1109-4b2b-88e6-69c86648079f,Fully Paid,247038,Short Term,729,2381175,42662.6,42.7,NA,17,0,1025506,1649186,0,0
6523a381-cd1f-45a8-ac36-eb25e3e978fd,741756e1-6761-44aa-94e4-f8b3a70f8e27,Fully Paid,87934,Short Term,740,721487,1996.14,13.5,NA,4,0,86754,206668,0,0
7507bac8-61fa-4639-a16c-d1cf429e4719,cbe6ef79-76ab-4506-aca0-b6178198cd59,Fully Paid,417252,Short Term,714,1429997,9724.01,19.1,6,8,0,208088,600864,0,0
32d86a56-0040-4fc9-85d7-baae238614fc,d68fd555-23b3-4e21-a55b-047ea1b0f18d,Fully Paid,429748,Short Term,736,2041303,33851.73,27.4,34,15,0,323418,524480,0,0
933bf4cf-9cba-4862-8dd3-580aea973c55,3747ae9b-fa02-4f9c-a4c1-2a2e997ad7e6,Fully Paid,405856,Long Term,641,973655,25477.29,9.7,NA,10,0,250781,552046,0,0
ec57b3e0-5ea0-4260-b698-581abb9562a6,67bb7129-fdc6-489a-a544-ad9b9fac7eb6,Fully Paid,347094,Short Term,720,4377429,5179.97,15,34,9,0,176681,330484,0,0
1328d8c3-fa52-4bf4-b006-0a2e685cb7e9,df23589d-8535-4e5c-bc50-6c0038843d7d,Fully Paid,189640,Short Term,731,677483,2551.89,23.8,NA,7,2,6365,566962,2,0
642829b6-ef9c-4c1c-a5cd-6f3659e6d542,0074b9a5-6d57-4d1a-880b-2c3eaf99d5bf,Fully Paid,533698,Long Term,734,1261790,14016.3,24,NA,10,0,587822,1466850,0,0
580e2623-aa0b-44d2-ad43-7b7a0de235e1,a4669d73-2270-4b5c-91e0-3c5a40e12930,Fully Paid,321816,Short Term,707,741152,6546.83,10.2,NA,11,0,231078,353914,0,0
29495677-af75-4c9d-bba2-855cf6005db0,5a88c90c-4ab9-45d9-ba6a-dab3d7612dcb,Fully Paid,150920,Short Term,738,1484280,19666.71,18.9,41,9,0,130663,208384,0,0
8f95c587-bd89-43b9-8e55-6cfe4826eb97,917e91ac-be00-4966-b34b-33f16dc5e7ad,Fully Paid,99999999,Short Term,743,1577969,43788.54,16.9,7,16,0,450243,804540,0,0
0b51dcf9-202d-40b0-81d3-c213898f51af,11c73bdc-2591-4321-bea2-7bff7e309c60,Fully Paid,654522,Short Term,717,1884230,23238.71,17.3,47,12,0,434967,549846,0,0
5bb11d33-acc3-4719-a535-10e32d868ad2,b8946287-d9be-4f2b-b25f-d3022a407b7a,Fully Paid,322498,Long Term,715,2597091,21058.08,10.4,60,14,1,80085,137368,0,0
ed3e844d-9f10-4a15-9152-24320a0c8480,22d32059-acdf-4075-82ba-d6c7fdac4e65,Charged Off,106854,Short Term,738,288401,0,11,NA,2,0,0,0,0,0
3d352a58-2432-4ca9-9340-4b4e89f19645,42ac40ff-9b76-4741-9551-8f334cf06476,Fully Paid,523028,Short Term,747,1900969,31049.04,10.8,3,10,0,300409,772992,0,0
13b061bd-80c8-44c3-9755-6b2311f08104,5c6c3987-4a9a-4a85-a743-ab2cb4ca23d3,Fully Paid,179124,Short Term,748,1299391,4916.06,18.4,32,7,0,65854,211816,0,0
89fe7394-5fdd-425e-8bf5-a09f928435dd,71254a09-2e87-4782-8971-d1e970d95927,Fully Paid,437404,Short Term,,,16847.68,17.2,NA,11,0,362957,492096,0,0
a9659d3c-ff2d-4061-8d91-b3ff722a9ef0,2cd858c9-6bdf-423a-b170-5a77efd7736d,Fully Paid,408496,Short Term,743,788101,16024.6,14.8,14,14,0,316939,630564,0,0
eb43c490-7e99-4b5e-9dc0-6ff296473e10,37a7b967-49ca-4918-9bb2-64db800ab9ec,Fully Paid,305668,Short Term,745,1358728,25249.67,22.6,78,14,0,603345,1284228,0,0
ef044e78-4d65-4863-acb2-20470a8d4b78,c8b411b3-a9a8-4dbf-808f-3c5394aabe09,Fully Paid,449284,Long Term,713,1152103,16513.47,24.1,19,11,0,62738,474826,0,0
205e6fe4-2819-4064-95cb-6f3832afd89b,d7d51026-bf68-4486-802d-1d2c51929dde,Fully Paid,156134,Short Term,712,340670,4002.92,19,8,8,0,171988,249876,0,0
1730d726-c6ee-4049-aac7-1883f5f6d2f0,f26d7378-7554-4e11-94cf-c205699f9d73,Fully Paid,99999999,Short Term,726,1482912,15199.81,9.5,NA,9,0,387429,699842,0,0
3b8db624-3af9-4f26-80e0-b93ba117b680,f3e66e4a-7ac4-4860-9e18-13bb9813cbe6,Fully Paid,77550,Short Term,746,432383,2064.73,15.4,NA,5,0,8189,193424,0,0
07096ce0-2cf9-4b6a-928f-b3a939b8a7ab,11428433-2a25-40cb-ae35-725d27ebe80a,Fully Paid,597916,Short Term,,,19302.86,37,NA,15,0,991610,1537052,0,0
68aae084-a125-4fc5-8aa9-eb4676342e36,ab960c72-406c-4f0b-af8d-5456b90d8c6a,Fully Paid,499642,Long Term,655,1374707,39293.52,13.9,51,9,0,494190,599192,0,0
728e1b71-8498-4fe6-b1c7-baae3f43fad5,bab61b2a-a2af-4e1b-b042-d828287d669e,Charged Off,51546,Short Term,742,482239,5545.72,15,NA,6,0,113449,218944,0,0
a25bd982-cfad-4057-89d1-643c29add34b,8dc745f3-4bbf-4583-9ec9-0e0aa8aea56b,Fully Paid,121022,Short Term,697,1977444,15588.93,12,22,12,1,76855,324786,0,1
cef36c29-48e0-4e4d-ac4a-3c937a256c38,e1e4f725-6d3c-4b93-9b64-66398db4e303,Fully Paid,652542,Short Term,,,81528.24,24.4,53,31,0,470991,918104,0,0
b433da7d-24f8-4f58-bf0c-5d8ccb434854,7ea790a3-589b-45ce-a889-9d1573abac1a,Fully Paid,255310,Short Term,,,12254.81,18.8,47,9,0,187207,528704,0,0
fb6365ad-b10b-414b-8ce7-a3d489b163f9,afa13ced-d3e2-4948-b467-219932494793,Fully Paid,342848,Long Term,708,949050,9965.12,11.2,27,9,0,174040,360514,0,0
81037012-cd22-4f05-8da6-af54093694a6,c97b337e-ac5a-41a0-9227-c50733c01846,Fully Paid,215666,Short Term,704,596030,11771.45,14.3,31,11,0,294728,396836,0,0
a6bec440-4584-4173-ae7f-9d259af031c6,745be9f3-f278-48b1-8b15-ecabd47fc820,Charged Off,181522,Short Term,731,1888790,26443.06,20,22,4,1,18278,28600,1,0
ecf6d1cb-da1d-4829-a1d7-09c9ffb9b8ef,1ddc2b37-710f-41c5-8320-496a3193d3bd,Fully Paid,325116,Short Term,,,17436.49,13,NA,9,1,142671,349272,1,0
c97ab399-1b19-4fa8-bfa7-ef1f4c1bec31,224acdfb-06d2-45f7-a3da-d8c799e8ba14,Charged Off,786016,Long Term,,,24302.14,36.8,48,15,0,810616,2704944,0,0
5ff2debd-9f6d-4ae8-bfde-1728eea53701,1b423058-ee34-4170-b076-35e521f08b42,Fully Paid,99999999,Long Term,636,1807945,17024.76,15.6,NA,23,0,596847,1245200,0,0
6fd1cac4-8436-4180-b074-1332cb2fcfc9,5b2fa7f8-1d9b-418c-b123-2a6a0b0ce274,Fully Paid,44330,Short Term,,,9955.05,15.9,31,10,0,16663,22176,0,0
35d63435-c98c-4f00-aadc-6784b2b8680f,c242d332-b4ca-4203-a3f0-29ef041f32ad,Fully Paid,219384,Long Term,706,663138,19672.98,10.8,NA,10,0,112879,226138,0,0
66d9b722-32a5-4394-ab59-a6523a3f3f72,75632e0e-4f38-4b44-abf5-6ff5f2846bfa,Fully Paid,99999999,Short Term,743,1451657,10585.09,20.9,NA,9,1,213332,493042,1,0
ad2d69ec-c025-4a10-b96b-7e084c84389e,fcde584b-ffd0-4c1b-b70c-7271c74688a2,Fully Paid,89056,Short Term,727,769196,6038.2,25,46,6,1,79724,115412,1,0
6f13340a-da14-4c17-9997-85c1642f1cc3,22259519-667e-4124-a9bb-ebf57e53b66f,Fully Paid,131846,Short Term,700,1183985,22791.83,12.8,NA,11,0,192318,309716,0,0
e6cf085e-4319-4369-8d66-668e2c67a3d3,bef9c662-7468-4bf4-b40b-e5ddcf77be6d,Fully Paid,201740,Short Term,726,1258351,12163.99,13.3,50,9,0,267501,320628,0,0
9a00e672-a0a0-4e6b-a5fc-926b692ca07d,5b56ed28-90f9-4798-85f8-d24ffadeef2a,Charged Off,517814,Short Term,742,1369539,11527.11,16,65,10,0,407778,852280,0,0
4b23ba1a-d05c-4f14-aadd-42c3e8f0707d,97cd3d45-3983-464b-a504-3c3d54967dda,Charged Off,270028,Long Term,678,624910,18330.82,19.4,26,13,1,283100,1092674,1,0
08dd6bf1-7b1a-488e-9f8d-254fb9e7294f,e9d571bf-1ff5-4477-ac74-2ae9f2d259ae,Fully Paid,224950,Short Term,721,861327,18159.63,15.7,NA,15,0,183426,491634,0,0
4f391b9c-c6cd-4332-af31-6c6f4077faa9,817ea7ce-854e-4bbb-91d1-36fb951847a0,Charged Off,89804,Short Term,,,12652.86,20.1,34,13,0,78432,318670,0,0
d6630902-575e-484d-aba0-0f7a6f3d6a0a,a925fda4-8ae2-4117-b92d-0a8123513e2e,Fully Paid,520498,Long Term,713,4120644,55972.1,17.4,23,12,0,2048618,2507472,0,0
ba468b4e-8a96-45ca-9a5b-7e62b6bd89ee,e637ba2f-48c5-4740-a97b-f481767b116a,Fully Paid,380028,Short Term,701,837995,21997.06,26.6,14,21,0,301188,666820,0,0
b48c061d-4c0e-4d60-a199-b6690aea52e6,44207669-6b72-42e8-b92b-f6a2be1e39c7,Fully Paid,172744,Short Term,,,9074.97,13.3,45,15,0,71041,1015410,0,0
b25ad9ae-39c9-46ef-8bdf-af405234d048,7492ae17-e00c-47a1-83b1-069e7a56a43a,Fully Paid,537350,Short Term,,,30454.72,15.6,51,11,0,233491,624382,0,0
597ab715-5ef1-46ad-a044-4ae0428fbf37,a69db775-5f74-4b36-847a-aba109232976,Charged Off,200178,Short Term,,,13345.79,32.9,NA,12,0,237937,441496,0,0
487a88df-ebc5-49a6-a086-91a0a1c3138e,4c85e981-ade1-4538-9405-29a5e584c8ac,Fully Paid,185812,Short Term,,,26846.62,32,7,12,0,496622,1258290,0,0
2c3d2f19-254f-4dba-a243-efdddafdba45,37505081-d302-49cf-86e6-8d79817a01fd,Fully Paid,324786,Long Term,699,1682982,45580.81,12.1,NA,16,0,352507,656216,0,0
8074881d-bc7f-462d-84c5-9985fd41769e,d8f1a345-a397-4a86-8d1a-b99e764dc17c,Charged Off,263230,Long Term,689,2557571,21973.88,14.8,14,9,0,71915,1110252,0,0
8864c095-becc-4a82-899d-c6f9ec8ab44e,ac5954f3-032e-4e68-8bd4-8dcb3fc270c3,Fully Paid,223982,Short Term,671,2321268,25379.25,28,NA,25,0,544274,987800,0,0
a2cfe1b9-d64d-4c78-bde3-8fa8f2f10249,1fa13a22-6747-44c2-85f4-3e6140cfa8f9,Fully Paid,240812,Long Term,680,1114122,3360.91,12.8,76,6,1,104234,212828,1,0
9985ece6-c435-4a86-a8e7-cc742ea3f24c,40658a71-c686-4a06-9d17-e6d55c781af9,Charged Off,158356,Short Term,,,13879.88,20.8,NA,13,0,437627,595430,0,0
2ad20d28-d420-4eb7-8760-4a0fc4a455e4,32c3ee1b-20a6-4a40-9069-8f461689d298,Fully Paid,440594,Long Term,687,846621,22153.24,15,NA,11,0,563749,1056264,0,0
d84ddbe1-6135-4670-b614-5439f07fc296,cd6e548a-c5aa-413c-8e23-90f6376face4,Fully Paid,377146,Short Term,,,10078.36,23.4,19,11,0,132582,221848,0,0
fa4e1648-efe6-45a2-9aa5-b1c2b793e212,823c69d4-5852-4404-a536-794356025526,Fully Paid,177804,Short Term,720,868680,11075.67,16.4,NA,7,0,165547,204578,0,0
38fb3702-1611-4e63-ab79-e371d5192ac1,d7d110e9-9ebe-43fa-9c70-88979e696111,Fully Paid,642466,Long Term,704,1705782,4463.48,29,13,6,0,212933,437932,0,0
bf5ff6f3-1bf6-473f-a5e9-3a2420376240,52a8607b-80f6-4cec-ad49-dff09519949e,Charged Off,602514,Short Term,712,1284381,14128.21,12.5,NA,6,0,269857,358732,0,0
8de53bf0-700d-4269-a8f4-caf67eef2e2f,6178d263-0cc3-4c92-9fa8-71be99c3a1ce,Fully Paid,269940,Long Term,704,874247,1551.92,20.5,63,4,0,17043,135124,0,0
3b78567c-e587-4b90-a1fa-60349a8d5b2c,2688d030-dc05-4ffd-bef8-eb3c42a59dba,Charged Off,462000,Long Term,6740,2803260,25229.34,12.5,6,7,0,137750,413226,0,0
a29d3e91-7c52-44ff-8e40-2202dcc654c4,adabbbae-2e5c-4a07-8830-e0a7b02160a3,Fully Paid,269566,Short Term,717,893950,17953.29,5.2,NA,7,0,109041,340340,0,0
58b7b220-40bb-45a4-8ec0-d89839921e6c,701e413b-679d-4bba-8678-c0edef542d26,Charged Off,431684,Long Term,,,15061.87,19.7,NA,13,0,379107,610500,0,0
ddca859b-fa02-42c0-8821-a503acd1dc89,d0d5f08c-9a72-4133-84ce-518f9f15b5c8,Fully Paid,132682,Short Term,749,993130,10005.78,22.9,NA,6,0,262884,367158,0,0
edd95813-1717-4e30-8625-c92b941cf5b0,8680cdee-88b7-4c82-9070-6ab53bc23c76,Fully Paid,99999999,Short Term,744,1136466,7746.87,15.6,NA,4,0,97565,338228,0,0
a0b789ff-de8c-4810-9831-b40de34be400,6512599a-06a4-408b-903e-d89077c6a3c4,Fully Paid,159896,Short Term,664,863037,13017.47,9,NA,5,0,90136,117678,0,0
ad2705a7-2209-477f-980e-e8b379a8793f,9360d7bc-e692-41e2-8a4a-63e91947066f,Charged Off,78562,Short Term,731,1551008,19258.21,22.7,67,8,0,168853,244684,0,0
77b0c4b1-a242-46d7-a052-4077ee34e392,098ea89c-a58c-48e5-b1a6-3f4d4581723d,Charged Off,368170,Long Term,7010,1183776,18545.71,14.8,NA,8,0,369911,447568,0,0
29ff1fc3-06d7-4c68-8296-c6f35dc061e3,db7d57c4-0f50-433b-9ff0-185b16454ba3,Fully Paid,214742,Short Term,744,1419300,30160.22,20,22,20,0,247893,982982,0,0
f0a7e45f-db53-4abd-a089-d5826a3021a8,27e55b29-b053-4f98-9228-931fe7c19836,Fully Paid,99999999,Short Term,750,447925,2474.94,12,NA,8,0,69217,656898,0,0
ea5135f3-0e87-458a-859a-276a0f245eae,a9b08994-936b-4416-b729-4f834e47ebe2,Fully Paid,428494,Short Term,740,1035804,16917.98,26.8,NA,10,1,192717,553718,1,0
25dbce20-f59e-4125-be79-efba7b14df73,7d375c26-0ad7-4ae0-9c38-253005dfa25b,Fully Paid,776314,Long Term,658,1909842,47109.36,30.3,NA,19,0,17347,913440,0,0
51a19525-a312-465e-98bb-4f57baa371f8,12ed0fa5-ba6d-4ab1-9847-fb738d1f7164,Fully Paid,229724,Short Term,,,19228.57,14.5,18,11,0,110181,554686,0,0
dd822530-62c6-421f-baba-5272c34edff0,ae55c062-61c9-437a-a496-bd0a9bd2bf41,Fully Paid,358336,Short Term,,,7358.13,17.4,NA,6,0,279965,611622,0,0
7367e0b0-45fc-4e5b-b584-9ee6e43ae36f,fe638d17-faf7-41ef-9d6f-cf80566c539f,Fully Paid,155584,Short Term,722,785688,12112.5,19.4,30,7,0,37677,191378,0,0
526e5deb-241a-476a-bc1f-0f1d03b7cca6,e983df42-701b-4b6b-adf1-d3d734589431,Fully Paid,99999999,Short Term,750,2299152,16438.99,20.5,NA,18,0,103189,1682912,0,0
2ecfdb44-c2ca-4555-b476-696194d012dc,43ed6400-48b8-4653-876f-8928ac2662cf,Charged Off,32670,Short Term,747,808754,2783.5,16.2,20,6,0,108680,433906,0,0
50c10f4c-e7d8-46d4-a6a2-44d66791534c,fe857775-7360-4960-ab42-e4a78dab272b,Fully Paid,129184,Short Term,745,892582,10710.87,23.5,NA,11,0,317870,682836,0,0
94ee5662-03f2-4acf-97b5-aeff888a393a,a332eb09-c4a7-4983-a65d-305513a29660,Fully Paid,99999999,Short Term,751,1945220,16372.3,20.5,43,11,0,638001,1865468,0,0
d1e3e602-6ada-4f7a-b1cb-f1f599ed49d8,5e10afdd-1420-4a74-9bc1-488ac735723a,Fully Paid,99999999,Short Term,743,1743858,34441.11,23,NA,9,1,764218,1431848,0,1
37c11be9-c8fe-4672-9c7a-962aaa8585dc,ea1224b3-c853-4fd6-871f-e4d3588060e2,Fully Paid,534028,Short Term,,,16494.09,21.9,22,17,0,342722,899866,0,0
0eb02f91-fa7b-404d-ab37-938789c9dbfd,796ff77f-5475-44bf-8bde-b3193a8283bc,Fully Paid,156816,Short Term,748,719739,2920.87,40.6,NA,13,0,130644,1181730,0,0
660ee7fe-6257-4f36-a1ba-8094bef31f2c,c579b369-6c62-4451-b73b-0d825b39b0bd,Fully Paid,390500,Short Term,,,19087.21,23,19,10,0,56506,554488,0,0
1ef04724-7ad1-481b-a4ef-e6f32bcc3f2c,00d4df89-3934-4667-ba18-eb7e69f939a1,Fully Paid,99999999,Short Term,743,2014342,47336.79,15.5,NA,26,0,503994,1153306,0,0
f8c44ff2-ebdb-49d6-8305-92c899124bb1,b2d424dc-3dd7-414d-bbc6-312d646bee53,Fully Paid,125268,Short Term,730,869364,25718.78,12,53,11,0,142937,273130,0,0
66483328-6e76-41b3-a2cd-2b6a0a8ad44c,880f4b96-bb15-41cc-88d7-bd9e17fb68ed,Fully Paid,468556,Long Term,727,2525366,9091.31,35,NA,5,1,123348,234124,1,0
305c3913-bb4f-4e60-83a6-9e951ab0d6f5,9a79f05f-ba3e-42a5-bb39-0f77f74b378c,Fully Paid,99999999,Long Term,725,678737,7466.05,26,33,12,0,223003,554114,0,0
9a65cc31-059d-434b-8f46-b35f0417ea29,323dbb69-9d1e-4f3a-ae06-0695c4d6a33a,Fully Paid,486112,Long Term,745,2169933,46653.36,12.7,NA,10,0,53580,413644,0,0
75682678-40c9-45aa-8a6e-3284f0e2456f,1e352be4-c5cd-4531-a455-81dd8d34189b,Fully Paid,99999999,Short Term,748,1033087,25654.94,20.4,NA,15,0,433143,763378,0,0
1fbf6b56-8357-4248-b6e9-ddec2ee9b94c,a97eb41a-19b1-428b-97b8-b9b9ad542f73,Fully Paid,312950,Long Term,689,772160,15211.59,14.2,NA,12,0,327351,590392,0,0
3b550ede-4550-4649-85c6-cc2466a3cac7,9e6bae10-8474-440d-8495-3fface770eff,Fully Paid,99999999,Short Term,747,555864,6577.8,12.2,NA,7,0,66329,248578,0,0
4ccb688a-c3f4-4ec3-bbd2-917356c627cd,75e99f18-58be-4af7-a1bb-4e31685aff37,Charged Off,338184,Long Term,718,1216950,26975.82,14.5,7,13,0,152057,331562,0,0
5d61d38d-bdfd-4556-802c-3dd4807b11bd,28da400b-b1c8-493f-85c2-767a4cd17dd1,Fully Paid,129492,Short Term,699,1155618,1117.01,6.5,NA,7,1,13965,244904,0,1
53240a24-1feb-4364-841b-bf0fc23c2efa,84b1785e-6447-4832-a60e-43251568db39,Fully Paid,648846,Long Term,,,8542.4,26.3,61,6,0,93917,945626,0,0
d2fd260f-f0b4-4dd9-bd83-35bc360f4932,d500cfe1-e6f9-43a6-ba5d-afd04d844bfd,Fully Paid,223476,Short Term,747,752704,10914.17,9.4,NA,6,0,141626,218944,0,0
cab85dc3-38c0-4a68-aa53-051d4df8b874,835bb516-c09d-4713-bf06-78032717d38e,Fully Paid,269852,Long Term,685,4039742,35011.11,26.2,NA,14,0,236284,510444,0,0
2b43dc1a-3f42-4688-b472-74a0f6deeddb,834c49a3-29dc-4ca6-a72c-86c467392a67,Fully Paid,174328,Short Term,741,1776766,22949.91,20,81,9,0,322563,407286,0,0
905b1b0a-61de-42cd-9bb0-500be9f5fe5c,7761dd9d-7774-4e4f-88d4-9d2598c2059b,Fully Paid,441760,Short Term,748,1144560,18026.82,19,33,14,0,360924,861652,0,0
1a6d37d9-b9e1-43e0-9fa9-75b4b9e25b3b,75bf3dc0-72a8-4989-a112-a6d3269f7d9c,Charged Off,110264,Short Term,741,876014,14673.13,14.1,NA,8,0,5624,15466,0,0
b6f1db3b-bc05-4e52-a81c-249edff8555a,c1561452-c817-42d3-b942-968f1012d2fa,Charged Off,219758,Long Term,,,12409.47,13,56,17,0,69597,559614,0,0
c63b56db-c3dc-4d40-b0d5-d7dcadc6c81a,b5516e56-389d-4b06-be83-9c041eb1584e,Fully Paid,450472,Short Term,735,1361654,1827.04,13.3,69,5,0,271130,788766,0,0
